Client_ID,Years_as_Client,Credit_Score,Num_Products,Annual_Income,Loan_Amount,Loan_Duration_Years,Missed_Payments,Credit_Eligibility
408,9.3,393.0,4.0,32136.0,71194.0,10.2,5.0,0
409,10.6,502.0,4.0,32649.0,40064.0,6.6,4.0,0
410,12.6,314.0,2.0,106183.0,13391.0,11.1,2.0,0
411,13.6,317.0,2.0,52052.0,54265.0,1.3,3.0,0
412,4.4,375.0,5.0,66937.0,14075.0,7.3,5.0,0
413,2.3,449.0,1.0,37716.0,10896.0,4.5,1.0,0
414,16.4,476.0,5.0,52212.0,11117.0,10.7,5.0,0
415,11.7,351.0,2.0,47754.0,4474.0,15.0,2.0,0
416,6.3,300.0,4.0,48191.0,33671.0,13.2,4.0,0
417,17.8,353.0,3.0,52584.0,4239.0,1.0,2.0,0
418,10.6,432.0,4.0,46858.0,7291.0,20.0,5.0,0
419,15.9,392.0,2.0,41031.0,3401.0,11.5,2.0,0
420,10.3,453.0,3.0,36354.0,20385.0,6.1,4.0,0
421,20.3,541.0,3.0,58807.0,19239.0,10.8,3.0,0
422,18.8,380.0,1.0,35049.0,16415.0,10.9,1.0,0
423,8.8,360.0,4.0,53202.0,8619.0,6.7,4.0,0
424,14.9,335.0,2.0,35229.0,7669.0,11.0,1.0,0
425,13.2,317.0,3.0,49323.0,33454.0,7.0,3.0,0
426,16.8,311.0,2.0,57058.0,13420.0,8.0,2.0,0
427,5.2,346.0,1.0,34858.0,29282.0,6.6,1.0,0
428,13.4,516.0,3.0,31216.0,9930.0,2.8,3.0,0
429,15.3,465.0,5.0,32763.0,25925.0,10.7,5.0,0
430,1.2,357.0,4.0,48332.0,71179.0,12.9,4.0,0
431,4.1,734.0,3.0,67269.0,37330.0,12.6,2.0,0
432,1.0,350.0,3.0,30906.0,15197.0,14.1,3.0,0
433,8.7,558.0,3.0,56076.0,27764.0,11.6,4.0,0
434,13.6,605.0,4.0,38217.0,17737.0,7.3,4.0,0
435,17.5,439.0,1.0,42815.0,22183.0,14.2,2.0,0
436,10.4,346.0,5.0,82024.0,16431.0,3.2,5.0,0
437,18.1,365.0,4.0,37940.0,18998.0,5.5,4.0,0
438,3.1,410.0,4.0,42324.0,26659.0,5.2,4.0,0
439,1.5,318.0,4.0,30271.0,9009.0,15.4,4.0,0
440,9.7,332.0,3.0,31675.0,8828.0,14.7,4.0,0
441,11.9,328.0,4.0,35889.0,6313.0,12.4,4.0,0
442,9.8,448.0,4.0,30555.0,5217.0,15.4,3.0,0
443,1.0,539.0,2.0,49643.0,7365.0,5.6,3.0,0
444,9.6,471.0,2.0,40940.0,25426.0,11.7,2.0,0
445,3.5,509.0,3.0,45636.0,9862.0,9.4,3.0,0
446,13.3,342.0,5.0,33778.0,34970.0,14.2,5.0,0
447,11.8,368.0,1.0,36906.0,22725.0,9.4,2.0,0
448,5.3,373.0,1.0,51457.0,3746.0,8.1,1.0,0
449,7.4,439.0,3.0,96157.0,39715.0,12.7,3.0,0
450,4.7,348.0,3.0,31018.0,45694.0,14.4,3.0,0
451,9.7,499.0,3.0,73515.0,9005.0,6.7,3.0,0
452,14.8,599.0,3.0,46929.0,32150.0,9.7,4.0,0
453,5.1,445.0,3.0,46335.0,10190.0,4.7,1.0,0
454,12.5,365.0,5.0,43654.0,24050.0,1.0,5.0,0
455,7.3,337.0,1.0,31415.0,7058.0,11.0,1.0,0
456,6.0,328.0,2.0,31853.0,4386.0,13.0,1.0,0
457,9.5,305.0,3.0,48080.0,15607.0,11.3,3.0,0
458,4.8,375.0,1.0,38207.0,19705.0,1.0,1.0,0
459,7.2,371.0,3.0,79053.0,15399.0,8.2,4.0,0
460,4.0,490.0,5.0,40272.0,7588.0,1.0,5.0,0
461,19.8,351.0,3.0,33043.0,15369.0,16.8,3.0,0
462,10.2,379.0,3.0,54688.0,28067.0,4.6,3.0,0
463,6.5,420.0,1.0,36834.0,21154.0,16.3,1.0,0
464,11.1,443.0,2.0,44672.0,25958.0,14.7,2.0,0
465,9.4,473.0,2.0,53556.0,12051.0,5.5,3.0,0
466,8.9,410.0,3.0,75374.0,63231.0,4.3,2.0,0
467,13.1,320.0,5.0,60925.0,7642.0,11.8,4.0,0
468,13.8,432.0,4.0,52205.0,34160.0,5.8,4.0,0
469,7.3,347.0,1.0,52405.0,63812.0,10.5,2.0,0
470,7.1,547.0,3.0,87423.0,33956.0,7.6,3.0,0
471,8.6,395.0,4.0,36903.0,18356.0,1.1,4.0,0
472,1.0,416.0,5.0,30021.0,13692.0,1.0,4.0,0
473,2.4,850.0,5.0,36247.0,55965.0,11.1,5.0,0
474,16.8,475.0,1.0,34837.0,6120.0,7.2,2.0,0
475,18.2,430.0,2.0,51340.0,9199.0,7.2,2.0,0
476,8.8,382.0,1.0,49768.0,15401.0,13.5,1.0,0
477,12.9,322.0,3.0,47716.0,67097.0,15.9,2.0,0
478,11.6,376.0,4.0,30322.0,31002.0,8.6,4.0,0
479,25.4,337.0,4.0,55683.0,9217.0,8.3,4.0,0
480,15.6,626.0,3.0,37693.0,16659.0,12.5,3.0,0
481,9.4,432.0,3.0,51529.0,12671.0,3.2,2.0,0
482,5.2,541.0,3.0,46007.0,11628.0,11.1,2.0,1
483,2.0,350.0,2.0,38260.0,53157.0,12.8,2.0,0
484,11.0,340.0,5.0,32844.0,6409.0,13.4,5.0,0
485,6.2,462.0,1.0,31952.0,93705.0,1.0,1.0,0
486,2.9,335.0,3.0,65054.0,46416.0,6.2,3.0,0
487,6.8,360.0,5.0,79324.0,58793.0,5.6,5.0,0
488,4.6,638.0,3.0,50651.0,14521.0,10.5,3.0,0
489,18.4,363.0,3.0,32148.0,19246.0,12.4,3.0,0
490,14.4,316.0,2.0,40121.0,6064.0,17.5,2.0,0
491,10.0,308.0,3.0,55694.0,13736.0,7.5,2.0,0
492,17.4,313.0,5.0,59786.0,34348.0,7.5,4.0,0
493,10.4,551.0,1.0,32476.0,70718.0,15.7,1.0,0
494,5.7,353.0,5.0,30000.0,8132.0,11.5,5.0,0
495,17.6,838.0,1.0,54510.0,15852.0,16.3,1.0,1
496,12.7,601.0,3.0,38679.0,19222.0,11.4,2.0,0
497,4.8,698.0,2.0,35780.0,6272.0,4.2,2.0,0
498,9.0,513.0,4.0,30255.0,37504.0,3.3,4.0,0
499,5.6,455.0,1.0,45297.0,11481.0,2.2,1.0,0
500,3.1,338.0,4.0,67493.0,18475.0,13.3,3.0,0
501,14.6,393.0,5.0,92225.0,14665.0,15.9,5.0,0
502,19.5,468.0,1.0,46418.0,10825.0,19.2,1.0,0
503,3.0,503.0,3.0,44221.0,21887.0,14.2,3.0,0
504,12.8,325.0,2.0,31749.0,18141.0,15.8,2.0,0
505,6.7,377.0,4.0,45667.0,15762.0,7.1,4.0,0
506,7.6,386.0,3.0,39408.0,11434.0,4.2,2.0,0
507,7.0,383.0,2.0,48389.0,29365.0,14.3,2.0,0
508,5.7,329.0,4.0,39688.0,97563.0,12.1,4.0,0
509,10.2,664.0,5.0,35409.0,24982.0,10.5,5.0,0
510,5.8,375.0,3.0,31963.0,53987.0,11.9,4.0,0
511,11.4,332.0,4.0,37444.0,6303.0,11.6,4.0,0
512,9.7,671.0,1.0,32000.0,25387.0,16.4,1.0,0
513,8.8,602.0,2.0,33831.0,8204.0,16.5,2.0,0
514,5.5,406.0,4.0,115996.0,5830.0,12.7,3.0,0
515,7.1,358.0,5.0,41557.0,11323.0,14.2,5.0,0
516,13.8,312.0,4.0,44939.0,64390.0,12.6,3.0,0
517,12.5,445.0,3.0,70713.0,51793.0,7.7,3.0,0
518,5.1,354.0,3.0,136666.0,27411.0,13.8,3.0,0
519,10.5,391.0,1.0,47202.0,5545.0,3.0,1.0,0
520,13.8,647.0,4.0,62946.0,18460.0,15.3,4.0,0
521,1.7,350.0,4.0,37792.0,28898.0,4.0,5.0,0
522,12.7,440.0,2.0,37182.0,25796.0,11.4,2.0,0
523,6.7,477.0,2.0,40143.0,4191.0,5.8,3.0,0
524,12.9,546.0,3.0,51972.0,9884.0,12.8,4.0,0
525,6.2,385.0,2.0,52563.0,20792.0,9.8,3.0,0
526,1.0,377.0,3.0,37453.0,35691.0,2.0,3.0,0
527,1.9,375.0,5.0,32813.0,3052.0,12.1,5.0,0
528,10.2,429.0,3.0,49698.0,19036.0,7.1,2.0,0
529,11.3,592.0,2.0,32703.0,25053.0,14.4,2.0,0
530,5.5,372.0,2.0,47004.0,47318.0,10.0,2.0,0
531,13.2,301.0,4.0,53271.0,41092.0,12.0,4.0,0
532,1.7,493.0,3.0,53738.0,37209.0,5.2,2.0,0
533,9.7,399.0,2.0,57562.0,10722.0,7.1,2.0,0
534,3.9,446.0,5.0,70596.0,3955.0,7.7,5.0,0
535,6.7,312.0,5.0,43641.0,15464.0,14.3,5.0,0
536,10.2,354.0,2.0,55790.0,54256.0,18.4,2.0,0
537,5.7,481.0,1.0,49002.0,77196.0,6.0,1.0,0
538,8.1,321.0,5.0,34066.0,41752.0,15.4,4.0,0
539,15.0,440.0,2.0,30512.0,32416.0,1.0,1.0,0
540,7.1,390.0,4.0,36590.0,30998.0,4.0,4.0,0
541,14.2,343.0,1.0,41519.0,13353.0,5.2,2.0,0
542,4.4,339.0,4.0,48895.0,19593.0,3.2,4.0,0
543,12.6,330.0,1.0,67336.0,98929.0,2.1,1.0,0
544,17.2,399.0,4.0,34299.0,9430.0,12.1,4.0,0
545,1.0,409.0,3.0,32640.0,94212.0,8.9,4.0,0
546,6.0,365.0,2.0,95149.0,16484.0,11.9,2.0,0
547,12.9,327.0,2.0,32250.0,72612.0,13.5,3.0,0
548,9.0,437.0,4.0,42814.0,6210.0,11.3,4.0,0
549,11.9,496.0,3.0,47337.0,37321.0,13.3,3.0,0
550,7.0,458.0,4.0,45343.0,11349.0,9.7,3.0,0
551,10.4,710.0,5.0,31770.0,6163.0,4.1,5.0,0
552,9.2,378.0,1.0,31155.0,26814.0,15.3,0.0,0
553,15.8,571.0,5.0,32194.0,54640.0,7.1,5.0,0
554,11.3,347.0,3.0,47338.0,10296.0,5.3,3.0,0
555,11.7,339.0,2.0,45471.0,5715.0,9.1,1.0,0
556,7.9,404.0,1.0,35240.0,20279.0,5.4,1.0,0
557,7.6,617.0,3.0,49988.0,20360.0,7.9,2.0,0
558,7.8,370.0,4.0,63760.0,36080.0,11.7,4.0,0
559,12.0,312.0,3.0,30835.0,51774.0,11.7,3.0,0
560,7.9,493.0,5.0,43569.0,20880.0,5.5,5.0,0
561,11.4,387.0,1.0,53008.0,100000.0,7.6,0.0,0
562,20.4,422.0,3.0,35723.0,26952.0,15.4,3.0,0
563,14.4,342.0,1.0,37240.0,16126.0,12.5,2.0,0
564,8.4,403.0,4.0,48718.0,5165.0,20.0,3.0,0
565,16.0,315.0,4.0,74920.0,17389.0,15.9,4.0,0
566,8.0,669.0,2.0,62680.0,16273.0,15.7,2.0,1
567,1.0,522.0,1.0,47222.0,52275.0,3.1,2.0,0
568,5.0,399.0,3.0,55788.0,33397.0,13.8,3.0,0
569,1.0,489.0,4.0,38933.0,7620.0,9.7,3.0,0
570,8.2,348.0,4.0,50162.0,25720.0,7.2,4.0,0
571,10.1,514.0,5.0,42355.0,40311.0,10.8,4.0,0
572,18.4,367.0,1.0,34146.0,87136.0,14.7,2.0,0
573,11.6,362.0,4.0,53812.0,48960.0,12.5,4.0,0
574,8.9,332.0,5.0,46002.0,43685.0,5.6,5.0,0
575,14.1,435.0,1.0,38741.0,23250.0,13.7,1.0,0
576,1.0,395.0,3.0,77691.0,31241.0,6.8,3.0,0
577,11.2,577.0,2.0,30416.0,67816.0,11.1,3.0,0
578,13.9,328.0,3.0,37469.0,6638.0,8.5,3.0,0
579,2.6,436.0,4.0,31152.0,16083.0,8.9,3.0,0
580,15.7,539.0,2.0,58633.0,10989.0,13.8,2.0,1
581,11.7,411.0,2.0,53836.0,30984.0,4.8,1.0,0
582,7.9,366.0,3.0,37922.0,66649.0,19.7,3.0,0
583,13.2,409.0,1.0,52162.0,12871.0,1.0,1.0,0
584,21.4,561.0,1.0,39921.0,2562.0,7.0,1.0,0
585,10.9,561.0,4.0,57785.0,15199.0,11.9,4.0,0
586,11.2,383.0,1.0,41917.0,50118.0,12.9,1.0,0
587,7.7,557.0,4.0,40461.0,35734.0,9.5,4.0,0
588,5.8,391.0,4.0,83720.0,32382.0,9.7,4.0,0
589,14.2,487.0,1.0,35685.0,17120.0,12.1,0.0,0
590,5.7,449.0,2.0,32526.0,6967.0,8.8,1.0,0
591,10.4,363.0,5.0,47289.0,35023.0,17.0,4.0,0
592,7.6,334.0,2.0,98580.0,10396.0,14.2,2.0,0
593,12.4,544.0,2.0,39340.0,100000.0,14.4,1.0,0
594,11.7,597.0,4.0,31260.0,36807.0,5.2,3.0,0
595,15.2,433.0,4.0,38157.0,13061.0,9.6,4.0,0
596,7.4,391.0,3.0,43878.0,12705.0,8.5,3.0,0
597,8.7,323.0,2.0,33476.0,20259.0,5.0,2.0,0
598,5.1,539.0,5.0,51124.0,17755.0,11.8,5.0,0
599,7.8,420.0,5.0,150000.0,60183.0,7.3,5.0,0
600,11.9,372.0,4.0,41829.0,26050.0,13.3,3.0,0
